	id	sentence	sentiment
647	551d89b1e116df5f5a918d1fd	 -LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .	3
648	d4d61e77c626eb3ea36e01a98	 You wo n't have any trouble getting kids to eat up these Veggies .	3
649	f88dd22467a9833beb1dc61d4	 A creaky staircase gothic .	2
650	241d528d6b949f3417eff8377	 Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .	3
651	d545b7837c4b7cb708c2ad1cf	 A movie that sends you out of the theater feeling like you 've actually spent time living in another community .	3
652	422fcbed50e7cd8df1dc593d1	 Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .	4
653	2037b3d0cbda3c08aee083cbf	 A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .	4
654	cb01d54a891fd52b59f0289e1	 Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .	4
655	c22d7681b35b132e36b58f9d8	 Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .	2
656	24525aa5ffa2c1de5433e2c4f	 Wedding feels a bit anachronistic .	0
657	6e8c3af534e08cb9b28ddf589	 Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .	2
658	c473d6afc7e72c47c3ffb2da6	 It 's still a comic book , but Maguire makes it a comic book with soul .	3
659	3962224e8f99998aefa134a85	 Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	4
660	b8f9a7f2f204898e9abb3b63e	 An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .	4
661	1c32169782d5ed316ae3b3058	 A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .	4
662	e9ddb536657ecdc8e3f597e15	 Should be required viewing for civics classes and would-be public servants alike .	3
663	9997e8979a3adf8427f6fc0f3	 Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	4
664	8e6e0d147a0d614e8d3fdb7eb	 A polished and vastly entertaining caper film that puts the sting back into the con .	3
665	6c160740197b4d5e0bff31995	 It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .	4
666	ecae5640f75e8373c2a651fa9	 ... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .	1
667	e0611691940f762551754c9e8	 The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .	3
668	d448c83eb08d9e4da0ca745e5	 It 's an often-cute film but either needs more substance to fill the time or some judicious editing .	2
669	8d6b0d501c2d6428857255448	 This may be Burns 's strongest film since The Brothers McMullen .	4
670	35e3c22c765e52ea02bc42eaa	 What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .	4
671	81798cdea754c3f72d62347a7	 It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .	4
672	c5b6d45446aad7ea7f1609f08	 It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .	3
673	5a375ab0fd0982948ad9e4f21	 Though not for everyone , The Guys is a somber trip worth taking .	2
674	c0f7df7da22c468ec60a062c1	 A sly female empowerment movie , although not in a way anyone would expect .	3
675	677942000f3dab1c2e5533d54	 You really have to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .	2
676	3d52317a48aef39964249bbe9	 It 's a wonderful , sobering , heart-felt drama .	4
677	b830ef5fb88bcaa763457a30e	 Runs on the pure adrenalin of Pacino 's performance .	4
678	e1a3f4477428224ad7e7dae2f	 The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emotionally belittle a cinema classic .	0
679	6cab1bfeb6ab06bea8004355e	 Sometimes shorter is better .	2
680	664ccf0e112822d251bc3dde4	 Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .	3
681	98f13cec0dc0ff071d26d9c78	 The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .	4
682	0eb74e3298149562013afc578	 As a vehicle to savour Binoche 's skill , the film is well worthwhile .	4
683	3a55faeeaf2bb2d9354217c66	 The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .	3
684	0bbf9004bdb3b0cc1124c4cc5	 Whatever complaints I might have , I 'd take -LRB- its -RRB- earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .	3
685	2b34662365673a2b3cca950c9	 Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .	3
686	8561ef912aba780c0e5ffc981	 A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	3
687	f7583811754d22988f3e1ed60	 Even during the climactic hourlong cricket match , boredom never takes hold .	3
688	0a8524ed6747d517cfda54372	 Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?	3
689	bf42d4e59d459caaa8d99900c	 Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .	3
690	1dc9b51d331cc060a33daa309	 Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .	3
691	838d2db400fe2ce5e6acc4d45	 If the film has a problem , its shortness disappoints : You want the story to go on and on .	3
692	752f0a497674cc68c88c379e7	 Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .	3
693	0bd5f70d966d89d7ee0022e14	 The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .	3
694	39112b0e0c4d7ecc94f1c2455	 The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .	4
695	b4b7676f5f16137c84456b3d8	 Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .	3
696	01164c5f7711cb5be5352d9bf	 The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .	4
697	09a8e15d48f1138fbf4e7ff2b	 Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .	4
698	1567abd4dd89207efa7eeb8c1	 ... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?	2
699	37fa0dc6430ae04d6c12efbce	 You bet there is and it 's what makes this rather convoluted journey worth taking .	2
700	cf4b396d53e63b74f5bae7e4c	 The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .	4
701	bf9a60592ae51f927dfa8fa6d	 Real Women may have many agendas , but it also will win you over , in a big way .	4
702	f00b2a29836c6b3b76a91c577	 Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .	4
703	dc559a9f3bb319535f151225e	 Surprisingly powerful and universal .	4
704	4df6bfa99ec8b42353b72f097	 Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animé tradition and its defining philosophical conscience .	2
705	8e6a381eda08cec700550cc1c	 I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .	2
706	5cdda0d82e281ba85122bb28e	 Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .	4
707	a48c4240b67cf985ab0bc1362	 Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .	3
708	a18372b871eb89d83b759ec64	 A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .	3
709	b8848dbffde38785642a6926b	 It 's technically sumptuous but also almost wildly alive .	4
710	bacca04dd091ae49bb49a4d75	 This film puts Wang at the forefront of China 's Sixth Generation of film makers .	4
711	e0d4a7efcc43c2b3e98fb1bb8	 it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .	4
712	bc36585e73fe774ff4be84344	 Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .	3
713	d6787819aaeabd33798e94008	 There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .	4
714	d0d2a4c16aeae81a74bcadc77	 An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .	3
715	6974e48603579953d0d4b7b09	 Arguably the best script that Besson has written in years .	4
716	c215ec529c1ee661b2f33fd25	 It 's no lie -- Big Fat Liar is a real charmer .	4
717	37a1cf42cbfa1462f58a35d18	 Invigorating , surreal , and resonant with a rainbow of emotion .	4
718	c897fbcd346bb4eb25c6dda76	 Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .	3
719	c3696acbfee11074c8440ce4c	 Pray has really done his subject justice .	3
720	5984ee218063a0d2193a0a8c0	 An unexpectedly sweet story of sisterhood .	3
721	8ff70f783395847dac849a3e8	 Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .	3
722	663648be1f66989c24934c9db	 A subtle , humorous , illuminating study of politics , power and social mobility .	3
723	566f53d15fdb62446419bcef0	 Even if you have no interest in the gang-infested , East-vs .	2
724	0da3e5364cae18d8340e3995d	 - West Coast rap wars , this modern mob music drama never fails to fascinate .	3
725	0bcf9b3cb66fdd4066c29dc9a	 Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .	4
726	fab88af9a52b1f55b96fd3c6d	 Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years	4
727	6f660831394449c7c88c22584	 Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .	2
728	d679126a5e2fe91745b902477	 But , like Silence , it 's a movie that gets under your skin .	1
729	94fca31a54a9c6bfd767464bb	 Caviezel embodies the transformation of his character completely .	3
730	160430f73e5b36186f4d9feac	 A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .	3
731	e3f6fc1b29da16977cc162953	 Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .	4
732	6203afcecaf6bf0aec01d6703	 What results is the best performance from either in years .	4
733	7aa1007df2fb4ee28ed86f5aa	 The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .	4
734	76d16aec0a5abf60efd5b2499	 Béart and Berling are both superb , while Huppert ... is magnificent .	4
735	321d55bd3dd39acb19f154bd6	 All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .	2
736	32ed2532999eeda461d57a48c	 Miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .	4
737	008934edc51140216c9572500	 Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	3
738	dd9c3a39a6d704a573821ae41	 But even while his characters are acting horribly , he is always sympathetic .	3
739	f6d90bffad65de459a9c44d08	 Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .	3
740	6af41e0fa30614a4987dfd65f	 Ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .	2
741	c80aac3025348030e0901a9d1	 ... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	4
742	2448b4801da101cb5ff816e43	 I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .	4
743	29049862a28951ddc637db31e	 Nicole Kidman makes it a party worth attending .	4
744	3d471a6c6458292b03eb713aa	 The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .	3
745	213ef73f160f287aedefcce9d	 The Komediant is a tale worth catching .	3
746	d7a7b1c1963b2d2c056e64052	 The writing is clever and the cast is appealing .	4
747	3456d0a102f08b97b6a2fcd28	 The simplicity of The Way Home has few equals this side of Aesop	2
748	94a6dbaccc60c8b7af8d44f90	 Life on the rez is no picnic : this picture shows you why .	2
749	237ce2f4126a295aba56d57df	 Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .	3
750	ea439084dc14677469a0bbcce	 It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .	3
751	d03c38443be3c7413d22cd7d5	 A taut , sobering film .	4
752	1b791a69183db7fb13021f891	 Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .	4
753	c4e70a63317690d64a211bd59	 It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .	3
754	6f7db120c39e98a573744641d	 The results , if not memorable , are at least interesting .	2
755	1d449a74ba75a5d0358feb79a	 A quietly moving look back at what it was to be Iranian-American in 1979 .	3
756	010625320b78209e5a7ac226f	 Like a veteran head cutter , Barbershop is tuned in to its community .	3
757	3a64f5621729e748aac311727	 I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .	3
758	bccbc1b54835a8c1f8093f757	 You live the mood rather than savour the story .	3
759	56ac79055aac982434cff3527	 Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .	3
760	d663135f370ce79dc43798ae9	 While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .	3
761	94952ecd188962cdcf926ee89	 While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .	1
762	7cb32dddc81d165dea9eb270a	 Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .	3
763	81837bce89121c247aa45ea1b	 The beautifully choreographed kitchen ballet is simple but absorbing .	3
764	fbd65b549b0ed10fd4486a7d0	 There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .	1
765	560d2f1388ca1e8dd1e1afd28	 `` The best Disney movie since the Lion King ''	4
766	0dc9bf87d3e7912b4d7e5f7a3	 Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .	4
767	8ec7569263a7a3b885ed6811c	 Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .	4
768	f76eb2063b793913fbbf3b0cd	 There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .	1
769	ceb3faad02c85e0f375733462	 Giggling at the absurdities and inconsistencies is part of the fun .	3
770	888aa9dfc23e6ca04922b0162	 But the talented cast alone will keep you watching , as will the fight scenes .	4
771	47511608284134a271baa2301	 Arteta paints a picture of lives lived in a state of quiet desperation .	3
772	f5d278606637e5174848bac94	 Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .	3
773	010f4a82ef303da124034d707	 While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .	3
774	d6c27395c88d2656765005b03	 Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .	3
775	13d48bab77d5216015a7023ef	 This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .	3
776	98901c0e43989b5b4ae61f702	 Amazing !	4
777	8e8968ae2a21652a2ab7abb14	 A college story that works even without vulgarity , sex scenes , and cussing !	3
778	2275a66754a6fc629759965c1	 The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .	3
779	ca86fd3d944da55aeea634c70	 A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .	3
780	7497dc366255ae6faedbe9e32	 If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .	4
781	b3e153700f603cc6405415076	 While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .	4
782	d7e7e9afb6b532871e7488cc3	 A smart , sassy and exceptionally charming romantic comedy .	4
783	0b1a69a6c71144a0cb19a9889	 There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .	3
784	1f1687a42e2b6adbf6d70273f	 A gift to anyone who loves both dance and cinema	3
785	3fe3f9cb77f015571cb9f22c2	 It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .	2
786	196ace14d9262670582fedaa0	 A reminder that beyond all the hype and recent digital glitz , Spielberg knows how to tell us about people .	4
787	e4db3134928f4349937e7bd7b	 One of the finest , most humane and important Holocaust movies ever made .	4
788	c89794360b2fcf84ba33ed75e	 An engrossing and infectiously enthusiastic documentary .	4
789	4f1b19fcae9c12ac2a7ae9e0a	 A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .	4
790	991c84c9fabd9c64d38e994c1	 A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .	3
791	9243b99c4e77ec17c15ae0826	 Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .	3
792	4b49ae8913121cf511da51275	 Extraordinary debut from Josh Koury .	4
793	29dae395f1c36f36e97d54682	 The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .	4
794	5fefe43117d56967bca3b6bce	 For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .	3
795	2c111c29911f4ba9d03261649	 All right , so it 's not a brilliant piece of filmmaking , but it is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast .	3
796	fec9353b3c020c0b6ca83057f	 Douglas McGrath 's Nicholas Nickleby does Dickens as it should be done cinematically .	4
797	bcfd6ca19c2c89d7fb5b9ab3b	 It 's a lovely , eerie film that casts an odd , rapt spell .	4
798	59f568c781d148fd48c7ff953	 The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .	3
799	979d50fa07cf1d59ac5c26d66	 It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .	3
800	5f3a87116268c54dfb2659119	 You just know something terrible is going to happen .	2
801	34039bba6e46dc3aa3371f55a	 But when it does , you 're entirely unprepared .	2
802	852f6899b59ec02dae9e0b10c	 It 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .	3
803	f2c221e6346cf761a396e54a6	 Able to provide insight into a fascinating part of theater history .	3
804	ea0901183f2ab2849454892c0	 An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .	3
805	f36e3596872a41e32e63f56c2	 A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !	2
806	6960cf5884ec91314907f325c	 Who knew ...	2
807	4122694e393e700c67a6d33cc	 It 's a familiar story , but one that is presented with great sympathy and intelligence .	3
808	dbb8146f80b587bd6e8b1cdc3	 Gently humorous and touching .	3
809	72d0a6a76e2ca8e127a12ac20	 It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .	3
810	84a046d3a0940cfdbd3498a3a	 Kinnear 's performance is a career-defining revelation .	4
811	0d20387d686122de2861cc941	 The film is predictable in the reassuring manner of a beautifully sung holiday carol .	3
812	1efc6a0d717563a60e9297f23	 ... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .	1
813	7d1119164bd37b9c22bed6830	 The strong subject matter continues to shock throughout the film .	2
814	8f503f923b8bea59be5789078	 Not everyone will play the dark , challenging tune taught by The Piano Teacher .	2
815	7fc324b62920a61f9066b67e3	 A certain sexiness underlines even the dullest tangents .	3
816	d8bd436c37c1c506782b65384	 You may be captivated , as I was , by its moods , and by its subtly transformed star , and still wonder why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear .	3
817	a5833184152741603b95512e9	 There is no substitute for on-screen chemistry , and when Friel pulls the strings that make Williams sink into melancholia , the reaction in Williams is as visceral as a gut punch .	4
818	bd7dd9e0b1e888cb0b16670ac	 That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .	3
819	8bc18b2239c25a499c5f27903	 A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .	4
820	c0629d21da3d61bc1136b9744	 After watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history .	3
821	54b8cc3337f8daac84b01b7cc	 In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .	4
822	58eb809bd0e8a3c3f324515a0	 Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .	2
823	48792cf0fec145292d42e7138	 Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .	4
824	92d1da007b3363541ab01e795	 Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .	4
825	ec42b61d8c8c984c1d0966288	 A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .	4
826	743477be7563cf4f74953572f	 Its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway .	3
827	0aef0a7b770144255dab77a82	 Lohman adapts to the changes required of her , but the actress and director Peter Kosminsky never get the audience to break through the wall her character erects	2
828	6763c5d884ba91bbfe56e77a6	 Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .	3
829	d5a8f656424ddf9305eded123	 For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .	2
830	c3771a51807ca6bce130d9fe0	 A bright , inventive , thoroughly winning flight of revisionist fancy .	3
831	03ef808f71b73938b559e7ebf	 Ozpetek 's effort has the scope and shape of an especially well-executed television movie .	4
832	bcf1c2fa07cf87b10d9d2f0a3	 Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .	3
833	3e773f138e64b39e533330f08	 A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .	3
834	11a93621e2472db04e926e75e	 Makes one thing abundantly clear .	3
835	fb12279913250124b8b9052f5	 American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .	3
836	c2e29e7cd4d6987849824ffe3	 Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .	3
837	447239322bca699902ac73150	 If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .	4
838	06e419a9bc23f8d9807bb7489	 In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .	4
839	d83d76adf75d405c0a02b2ab1	 Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .	3
840	e3cc5c81242af483d7fbffeb8	 The mood , look and tone of the film fit the incredible storyline to a T.	3
841	ee2b88fd1229569e08a239537	 It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .	4
842	f5b01c478c819d843e4424f4f	 A work of extraordinary journalism , but it is also a work of deft and subtle poetry .	4
843	3deeac475bb093be316839ce9	 It 's funny and human and really pretty damned wonderful , all at once .	3
844	57695179a76b9886f4af32c33	 At 78 minutes it just zings along with vibrance and warmth .	4
845	c7f7b5f07d26a9d55e9b92b60	 A strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .	4
846	2dfe0f678774c1c380020a91e	 Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .	2
847	fc29490dae0579f27eb9043f2	 The stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .	2
848	3404eeede701d053b9f4b0804	 Dogtown and Z-Boys more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution . ''	2
849	4d8d579f6d6f07f1d52ec9f49	 ... plenty of warmth to go around , with music and laughter and the love of family .	4
850	6b23e3c28784c7216633dde3a	 It 'll keep you wide awake and ... very tense .	3
851	f9ca7000f905a339193439852	 Could use a little more humanity , but it never lacks in eye-popping visuals .	3
852	60585e8b2183a202482479f18	 -LRB- Danny Huston gives -RRB- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	4
853	859f4433f0c50eb285e692b00	 These three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .	4
854	ab8ce61fc170b0d03127ce072	 A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .	4
855	b9f06904ec50fd0cde9f88e7d	 It reaffirms life as it looks in the face of death .	3
856	8340f7c56d9fa1a4ebd87402a	 The film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .	3
857	35ad94b0b5b1fea05944dcc1b	 This is more fascinating -- being real -- than anything seen on Jerry Springer .	4
858	25be5ee1af3fda8108e8334d6	 A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .	3
859	506814c6023ff19859a386435	 Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .	2
860	ea127449545c47b7e4a2eb25e	 He does this so well you do n't have the slightest difficulty accepting him in the role .	4
861	1b65e14c970fb479c33f3b663	 Twist open the Ouzo !	2
862	602307bff982a96e2d1903e97	 It 's time to let your hair down -- Greek style .	2
863	41ddf8f608b281e335fe9cdd1	 A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .	4
864	a2999d4f1ddc4a65f0a1931e9	 Thought-provoking and stylish , if also somewhat hermetic .	3
865	57d678fbf389c05f9e8a346a1	 Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles .	4
866	e1821159af59569e262b9a24a	 While it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .	3
867	0bbd0cecce89de7ff952cb46c	 Funny in a sick , twisted sort of way .	3
868	e71b5c48895659439a2a36370	 If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this .	3
869	5641d3652ba96fb7ac3c59748	 It 's a talking head documentary , but a great one .	3
870	6b31ebc9e06fff229291191f7	 The Fast Runner ' transports the viewer into an unusual space	2
871	bb568af30a82222db1d201ccb	 Ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese ` cultural revolution . '	3
872	0616b672584c1e7d050f7fce9	 ... a solid , well-formed satire .	4
873	c4f8adc86aa5a2cb18839f822	 As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair .	3
874	7e17fe60876c7bbfcaee03621	 Most consumers of lo mein and General Tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .	3
875	d245ea798b4944f086d4906dd	 Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .	3
876	d8d171349d7951436c81781a6	 The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .	3
877	fb50fdc83e675128e4de7b8a1	 Uneven , self-conscious but often hilarious spoof .	3
878	fb73fbf698b1ffb8510213eb4	 Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .	1
